"Incident ID",Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,"Nationals killed","Nationals wounded","Nationals kidnapped","Total nationals","Internationals killed","Internationals wounded","Internationals kidnapped","Total internationals","Total killed","Total wounded","Total kidnapped","Total affected","Gender Male","Gender Female","Gender Unknown","Means of attack","Attack context",Location,Latitude,Longitude,"Actor type","Actor name",Details,Verified,Source
323,2004,10,,Afghanistan,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,Unknown,33.93911,67.709953,Unknown,Unknown,"1 UN national staff wounded when hit in shootout.",Archived,Archived
326,2004,10,,Sudan,"Central Darfur",Zalingi,"Between Muzbat and Um Baru",0,3,0,0,0,0,1,1,0,2,1,0,0,1,2,1,0,3,0,0,3,"Landmine ",Ambush,Road,13.5,23.5,Unknown,Unknown,"1 INGO international staff, 1 national staff killed and 1 national staff injured by landmine between Muzbat and Um Baru in Darfur.",Archived,Archived
327,2004,10,,Iraq,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,Kidnap-killing,"Individual attack",Unknown,33.0955793,44.1749775,Unknown,Unknown,"1 INGO international staff kidnapped in Iraq and later killed.",Archived,Archived
324,2004,10,3,"DR Congo",Ituri,Mambasa,Goma,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,1.658501,29.220455,Unknown,Unknown,"1 UN national staff shot and killed in Goma, Oct 3.",Yes,"Official Report"
325,2004,10,10,"Occupied Palestinian Territories",,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Unknown,Unknown,31.649741,35.162072,Unknown,Unknown,"1 UN national staff killed in explosion.",Yes,"Official Report"
328,2004,11,,"Cote D'Ivoire",,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Unknown,7.9897371,-5.5679458,Unknown,Unknown,"1 NGO international staff killed along with nine French soldiers in an attack by Cote D",Archived,Archived
329,2004,11,,Afghanistan,,,,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,Shelling,Raid,Office/compound,33.93911,67.709953,Unknown,Unknown,"3 INGO national staff killed by rocket propelled grenade attack on compound, Nov 28.",Archived,Archived
330,2004,11,,"DR Congo",Ituri,Bunia,"Bunia (near)",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Raid,Unknown,1.55941,30.25224,Unknown,Unknown,"1 NGO national staff shot and wounded when four colleagues attacked by unidentified gunmen south of Bunia, Nov 15.",Archived,Archived
331,2004,11,,Sudan,"South Darfur",Beliel,"Kalma Refugee Camp",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Combat/Crossfire,"Project site",16,30,Unknown,Unknown,"1 INGO national staff shot in foot during fighting in Kalma camp, Nov 14.",Yes,"Focal Point"
332,2004,11,,Sudan,"South Darfur",,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Bodily assault",Detention,Custody,11.329444,25.08565623,Unknown,Unknown,"1 INGO national staff detained and beaten by police, who took away his INGO ID and materials.",Yes,"Focal Point"
333,2004,12,,"Occupied Palestinian Territories",,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Bodily assault",Unknown,Unknown,31.649741,35.162072,Unknown,Unknown,"1 UN national staff stabbed to death.",Yes,"Official Report"
336,2004,12,,Sudan,"East Darfur",Yassin,Labado,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,Unknown,Unknown,11.329444,25.08565623,Unknown,Unknown,"1 INGO national staff shot and killed in attack on Labado center.",Yes,Archived
339,2004,12,,Uganda,"Northern Uganda",Kitgum,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,"Individual attack","Public location",3.236667,33.093056,Unknown,Unknown,"1 INGO national staff shot and wounded in Kitgum national bar.",Archived,Archived
340,2004,12,,Sudan,"South Darfur",,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Combat/Crossfire,"Project site",11.329444,25.08565623,Unknown,Unknown,"1 INGO national staff wounded when police fired on a wedding celebration in the camp.",Archived,Archived
334,2004,12,5,Afghanistan,Kabul,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,34.5197058,69.1624302,Unknown,Unknown,"1 INGO international (Japanese) staff killed in Kabul, Dec 5.",Archived,Archived
335,2004,12,12,Sudan,"South Darfur",,,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Shooting,Ambush,Road,11.329444,25.08565623,Unknown,Unknown,"2 INGO national staff shot and killed during an attack on a convoy of humanitarian vehicles in South Darfur, Dec 12.",Archived,Archived
337,2004,12,16,Sudan,"South Darfur",,,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Ambush,Road,16,30,Unknown,Unknown,"3 INGO national staff kidnapped at gunpoint in rebel-held Labado, South Darfur, Dec 16.",Archived,Archived
338,2004,12,18,Kenya,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Ambush,Road,1.4419683,38.4313975,Unknown,Unknown,"1 INGO national staff killed in ambush by bandits in North Korea, Dec 18.",Archived,Archived
342,2005,1,,Somalia,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Ambush,Road,8.3676771,49.083416,Unknown,Unknown,"1 UN contracted driver killed in convoy ambush.",Archived,Archived
343,2005,1,,Kenya,Nairobi,Nairobi,Nairobi,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,-1.256975,36.803277,Unknown,Unknown,"1 UN national staff shot and killed in Nairobi.",Yes,"Official Report"
347,2005,1,,Somalia,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Raid,Home,8.3676771,49.083416,Unknown,Unknown,"1 INGO national staff attacked in home by 3 armed men. This appears to be an assassination attempt. Previous similar attacks have been attributed to extremist groups.",Archived,Archived
348,2005,1,,Afghanistan,,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Raid,Office/compound,33.93911,67.709953,Unknown,Unknown,"2 INGO national staff tied up and wounded in armed robbery of INGO office/house by armed gang.",Archived,Archived
345,2005,1,6,Sudan,"West Darfur",Kereneik,"Between Mornei and Geneina",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,13.4263009,22.6574884,Unknown,Unknown,"1 staff contracted by the UN was killed when unidentified gunman attacked an empty, 6-vehicle convoy contracted by UN returning from Mornei to Geneina in West Darfur, Jan 6.",Archived,Archived
344,2005,1,10,Zimbabwe,Harare,Harare,Harare,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,"Bodily assault",Ambush,Road,-17.8317726,31.0456859,Unknown,Unknown,"1 UN international (Anglo-Swiss) staff stabbed in roadside assault in Harare, Jan 10.",Archived,Archived
346,2005,1,13,Iraq,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Kidnap-killing,Unknown,Unknown,33.0955793,44.1749775,Unknown,Unknown,"1 ICRC national staff kidnapped, Jan 13; later found dead.",Archived,Archived
349,2005,1,21,Sudan,"West Darfur",Kulbus,Seleia,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Unknown,13.4263009,22.6574884,Unknown,Unknown,"1 INGO national staff killed when a large group of armed tribesman attacked Seleia in West Darfur, Jan 21. A violent confrontation ensued in which civilians were killed, including the guard.",Archived,Archived
351,2005,2,,Iraq,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Vehicle-born IED",Ambush,"Public location",33.0955793,44.1749775,Unknown,Unknown,"1 INGO national staff died at bus station when car bomb exploded.",Archived,Archived
677,2005,2,21,Sudan,"South Darfur",,,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,0,0,7,Kidnapping,Ambush,"Project site",11.329444,25.08565623,Unknown,Unknown,"7 INGO national staff and three vehicles abducted during a food distribution. The incident lasted slightly more than 24 hours. Head of INGO office managed to negotiate their release with no injuries or ransom.",Archived,Archived
350,2005,2,23,Afghanistan,Helmand,,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Unknown,Unknown,Unknown,31.341322,63.993456,Unknown,Unknown,"2 NGO national staff murdered in Helmand, Feb 23.",Yes,"Focal Point"
352,2005,3,,Somalia,Bari,Bosaso,Bosaso,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Unknown,"Individual attack",Unknown,11.28421,49.18158,Unknown,Unknown,"2 UN national staff wounded when they were attacked in Bossaso town, Bari region, by some anti-vaccination individuals.",Archived,Archived
355,2005,3,,Afghanistan,Kabul,,,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Unknown,Ambush,Unknown,34.5197058,69.1624302,Unknown,Unknown,"1 IFI international staff seconded to Afghan govt ambushed and killed in Kabul.",Archived,Archived
353,2005,3,8,Afghanistan,Farah,,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Unknown,Unknown,Unknown,32.607111,62.671011,Unknown,Unknown,"2 NGO national staff killed in attack in Farah, March 8.",Yes,"Focal Point"
354,2005,3,10,Sudan,"South Darfur",,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,11.329444,25.08565623,Unknown,Unknown,"1 INGO national staff beaten when vehicle ambushed and robbed, March 10.",Archived,Archived
356,2005,3,22,Sudan,"South Darfur",,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Ambush,Road,16,30,Unknown,Unknown,"1 donor agency international staff shot and seriously wounded when convoy attacked in South Darfur, May 22. First such incident for this organization's personnel.",Archived,Archived
357,2005,4,,Iraq,,,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,1,1,0,"Vehicle-born IED",Ambush,Road,33.0955793,44.1749775,Unknown,Unknown,"2 INGO staffers - international director and national director - both killed by suicide car bomber apparently targeting US military convoy.",Archived,Archived
361,2005,4,,Somalia,,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,"Other Explosives",Raid,"Project site",8.3676771,49.083416,Unknown,Unknown,"2 INGO national staff received minor wounds when unidentified assailant threw grenade into the organisation's hospital.",Archived,Archived
363,2005,4,,Chechnya,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Unknown,Combat/Crossfire,Unknown,43.3976147,45.6985005,Unknown,Unknown,"1 NGO national staff arrested and presumed killed during an FSB raid on the building victim was in. Several FSB officers were killed during the raid. It was then claimed that victim resisted arrest.",Archived,Archived
362,2005,4,13,Afghanistan,Baghlan,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,35.75,69,Unknown,Unknown,"1 NGO national staff killed in Baghlan, April 13.",Yes,"Official Report"
358,2005,4,14,Sudan,"West Darfur",Kereneik,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,"Bodily assault","Individual attack","Project site",13.4263009,22.6574884,Unknown,Unknown,"2 INGO national staff seriously assaulted and injured during NFI distribution in Krenik, West Darfur, April 14. Possibly linked to the agency",Archived,Archived
359,2005,4,15,Sudan,"Central Darfur","Gharb Jabal Marra",Golo,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,"Individual attack",Unknown,13.5,23.5,Unknown,Unknown,"1 INGO national staff shot and killed in Golo, in the Jebel Marra region of West Darfur, April 15. Likely a personal issue, unrelated to work of INGO.",Archived,Archived
360,2005,4,18,Somalia,,,,0,3,0,0,0,0,1,1,0,2,0,1,0,1,1,2,0,3,0,0,3,Shooting,Unknown,Unknown,8.3676771,49.083416,Unknown,Unknown,"1 INGO national staffer killed, 1 international staff and 1 national staff wounded in armed attack, April 18.",Archived,Archived
367,2005,5,,Nepal,,,,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,"Bodily assault",Unknown,Unknown,28,84,"Non-state armed group: National","Maoist rebel group (name unknown)","1 UN national staff and 1 NGO national staff beaten by Maoist rebels.",Yes,"Focal Point"
369,2005,5,,Afghanistan,Baghlan,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Bodily assault","Individual attack",Unknown,35.75,69,Unknown,Unknown,"1 INGO national staff killed by hanging in an incident involving three Afghan women who were found hanged in Baghlan as warning to female aid workers (one of the others was a national civil servant; one was unidentified).",Archived,Archived
370,2005,5,,Afghanistan,Kabul,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,34.5197058,69.1624302,Unknown,Unknown,"1 INGO international (Italian) staff kidnapped in Kabul, later released.",Archived,Archived
371,2005,5,,Malawi,,,,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,Unknown,"Mob violence",Office/compound,-13.2687204,33.9301963,Unaffiliated,"Not applicable","3 INGO national staff injured when protestors, angry over US deportation of terror suspects stormed compound.",Archived,Archived
368,2005,5,1,Sudan,Kassala,"Madeinat Kassala","Kassala (near)",0,0,0,4,0,0,2,1,1,4,0,0,0,0,2,1,1,4,0,0,4,Kidnapping,Ambush,Road,15.45099,36.39998,Unknown,Unknown,"2 RC national staff killed, 1 national staff wounded and 1 national staff kidnapped when their vehicle was attacked near the eastern town of Kassala, May 1.",Archived,Archived
364,2005,5,10,Chad,,,,5,2,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,7,0,0,7,"Bodily assault","Mob violence","Project site",15,19,Unknown,Unknown,"5 UN national staff and 2 NGO national staff injured when they were beaten with sticks during protest at refugee camp, May 10.",Archived,Archived
365,2005,5,12,Sudan,"South Darfur",,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,16,30,Unknown,Unknown,"1 locally contracted truck driver for the UN was ambushed and shot dead in South Darfur, May 12.",Archived,Archived
372,2005,6,,Haiti,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Kidnap-killing,Unknown,Unknown,19.1399952,-72.3570972,Unknown,Unknown,"1 RC national staff found shot and killed after being kidnapped.",Archived,Archived
376,2005,6,,Uganda,,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Unknown,Ambush,Road,1.5333554,32.2166578,Unknown,Unknown,"2 INGO national staff wounded in ambush by LRA.",Archived,Archived
378,2005,6,,Indonesia,Papua,Nabire,Nabire,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Bodily assault","Individual attack",Unknown,-3.3596317,135.5049831,Unknown,Unknown,"1 INGO national staff beaten and attempted stabbing in Nabire, likely stemming from dissatisfaction with INGO project.",Archived,Archived
380,2005,6,,"DR Congo",Ituri,Mambasa,,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,2,Kidnapping,Unknown,Unknown,2.13410995,29.05000311,Unknown,Unknown,"1 INGO international (French) staff and 1 national staff kidnapped in Ituri; released 10 days later.",Archived,Archived
373,2005,6,1,Afghanistan,Kandahar,Pishin,"Kandahar-Herat Highway bridge",0,7,0,0,0,0,2,5,0,7,0,0,0,0,2,5,0,7,0,0,7,"Vehicle-born IED",Ambush,Road,31.39686,67.08582,"Non-state armed group: National",Unknown,"2 1NGO national staff killed and 5 national staff injured from the by insurgent bomb attack on bridge on the Kandahar-Herat highway, June 1.",Archived,Archived
374,2005,6,4,Afghanistan,Uruzgan,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,32.627761,65.901625,Unknown,Unknown,"1 NGO national staff killed in Uruzgan, June 4.",Yes,"Official Report"
375,2005,6,7,Afghanistan,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,"Individual attack",Unknown,33.93911,67.709953,Unknown,Unknown,"1 NGO national staff shot and killed by unknown assailants in Ghazni, June 7. According to report, killing was to set an example and deter others from working with NGOs.",Yes,"Focal Point"
377,2005,6,14,"DR Congo",,,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Ambush,Road,-2.9814344,23.8222636,Unknown,Unknown,"2 INGO national staff kidnapped with vehicle, June 1; released the next day.",Archived,Archived
379,2005,6,23,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Home,14.5844444,29.4917691,Unknown,Unknown,"One INGO national staff shot and wounded by group who invaded victim's house, June 23. Motive was ethnic rivalry (victim's wife is an Arab).",Archived,Archived
381,2005,7,,Indonesia,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,-6.21195,106.845056,"Host state","Indonesian National Armed Forces","1 INGO national staff stopped and beaten by TNI - angry victim had not delivered to army camp.",Archived,Archived
382,2005,7,,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,"Individual attack",Home,14.5844444,29.4917691,Unknown,Unknown,"1 INGO national staff assaulted during armed robbery at victim's house.",Archived,Archived
383,2005,7,,Sudan,"South Darfur",,,0,15,0,0,0,0,0,15,0,15,0,0,0,0,0,15,0,15,0,0,15,Unknown,"Mob violence","Project site",11.329444,25.08565623,"Aid recipient",Unknown,"15 INGO national staff injured during camp riots targeting intl organizations participating in the first day of the WFP food registration program.",Archived,Archived
384,2005,7,,Sudan,"North Darfur","Al Malha","Zam Zam Refugee Camp",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,"Project site",16,26,Unknown,Unknown,"1 NGO nationals staff abducted in Zam Zam camp in North Darfur, July 11; later released, July 15.",Archived,Archived
387,2005,7,,Afghanistan,,,,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Kidnap-killing,Unknown,Unknown,33.93911,67.709953,Unknown,Unknown,"2 NGO national staff kidnapped in July 2005; found dead on Dec 4. They were working on a health project.",Archived,Archived
386,2005,7,15,Kenya,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,1.4419683,38.4313975,Unknown,Unknown,"1 UN national staff shot and killed, July 15.",Yes,"Official Report"
385,2005,7,23,Sudan,"South Darfur",,,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,Unknown,Ambush,Road,13.56907,33.56718,Unknown,Unknown,"2 INGO national staffkilled when two trucks of an were ambushed and looted 10 km north of Sania Fandu, July 23.",Archived,Archived
388,2005,8,,Somalia,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,"Mob violence",Unknown,8.3676771,49.083416,Unaffiliated,Youths,"1 UN national staff killed by local gang allegedly of youths from the Gambol Secondary School. The incident caused the relocation of both national and international staff of UN agency from Garowe to Gardo.",Yes,"Focal Point"
389,2005,8,,Iraq,,,,0,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,0,0,2,Shooting,Raid,Unknown,33.0955793,44.1749775,Unknown,Unknown,"1 INGO national staff killed and 1 national staff wounded in attack by armed group.",Archived,Archived
391,2005,9,,Sudan,"West Darfur",Kereneik,"Between Beida and Geneina",0,17,0,0,0,0,0,15,0,15,0,2,0,2,0,17,0,17,0,0,17,Unknown,Ambush,Road,13.4263009,22.6574884,Unknown,Unknown,"15 INGO national staff and 2 international staff when convoy of seven vehicles stopped when travelling from Beida to Geneina in West Darfur.",Archived,Archived
392,2005,9,,Sudan,,,,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Ambush,Road,14.5844444,29.4917691,Unknown,Unknown,"3 NGO national staff hijacked and kidnapped by armed men.",Archived,Archived
393,2005,9,,Afghanistan,Parvan,,,0,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,2,1,0,1,Unknown,Ambush,Road,34.9897121,68.8733495,Unknown,Unknown,"1 INGO international staff wounded and 1 national staff killed when ambushed on motorbike in Parwan.",Archived,Archived
390,2005,9,9,Sudan,"North Darfur",Kutum,"Amar Jadeed",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,11.329444,25.08565623,Unknown,Unknown,"1 UN national staff severely assaulted when two commercial trucks contracted by the UN were ambushed and looted at Amar Gadeed village, north of Manawashi, Sept 9.",Yes,"Focal Point"
396,2005,10,,Sudan,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,13.5,23.5,Unknown,Unknown,"1 UN national staff shot in his left hand and 80 bags of sugar was looted when truck travelling from El Obein to Nyala was attacked by 15 armed men on camel, Oct 19.",Archived,Archived
397,2005,10,,Afghanistan,Kandahar,Kandahar,"Kandahar (near)",0,0,8,0,0,0,5,3,0,8,0,0,0,0,5,3,0,8,0,0,8,Shooting,Ambush,Road,31.61332,65.71013,"Non-state armed group: National",Taliban,"5 NGO national staff killed and 3 national staff wounded when shot by Taliban insurgents while driving towards Kandahar.",Archived,Archived
404,2005,10,,Guyana,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Bodily assault",Raid,Home,5,-59,Unknown,Unknown,"1 INGO national staff assaulted during armed robbery on home by armed group.",Archived,Archived
496,2005,10,1,"Occupied Palestinian Territories",,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,31.649741,35.162072,Unknown,Unknown,"1 UN national staff killed by gunshot wounds in the West Bank, Oct 1.",Yes,"Official Report"
394,2005,10,3,Somalia,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,"Individual attack",Home,8.3676771,49.083416,Unknown,Unknown,"1 UN national staff shot dead outside residence in by masked men, Oct 3. Unknown motive.",Archived,Archived
398,2005,10,20,Afghanistan,Faryab,,,0,0,4,0,0,0,1,3,0,4,0,0,0,0,1,3,0,4,0,0,4,Unknown,Unknown,Unknown,35.9261784,64.6237758,"Non-state armed group: National",Taliban,"1 NGO national staff killed and 3 national staff wounded in Faryab by suspected Taliban guerrillas, Oct 20.",Archived,Archived
399,2005,10,25,Uganda,,,,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Unknown,Ambush,Road,1.5333554,32.2166578,"Non-state armed group: Regional","Lord's Resistance Army (LRA)","2 INGO national staff wounded in ambush by LRA rebels, Oct 25.",Archived,Archived
400,2005,10,26,Uganda,,,,0,4,0,0,0,0,2,2,0,4,0,0,0,0,2,2,0,4,0,0,4,Unknown,Ambush,Road,1.5333554,32.2166578,"Non-state armed group: Regional","Lord's Resistance Army (LRA)","2 INGO national staff killed, 2 national staff wounded (victims from two INGOs) in ambushes by LRA rebels, Oct 26.",Archived,Archived
401,2005,10,26,Sudan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Unknown,"Individual attack",Home,14.5844444,29.4917691,Unknown,Unknown,"1 INGO national staff assaulted and wounded by military men outside victim's residence, Oct 26.",Archived,Archived
402,2005,10,28,Sudan,,,,2,6,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,8,0,0,8,"Bodily assault",Ambush,Road,11.329444,25.08565623,Unknown,Unknown,"2 UN national staff and 6 INGO national staff beaten when convoy ambushed in Darfur, Oct 28.",Archived,Archived
403,2005,10,31,Sudan,,,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,2,0,0,Unknown,Ambush,Road,14.5844444,29.4917691,Unknown,Unknown,"1 NGO international (Iraqi) staff and 1 national staff killed from demining group in another LRA ambush, Oct 31.",Archived,Archived
406,2005,11,,"South Sudan",,,,0,2,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,2,1,0,1,Unknown,Ambush,Road,7.2653861,30.05489,"Non-state armed group: Regional","Lord's Resistance Army (LRA)","1 INGO international (British) staff and 1 national staff killed when ambushed by LRA.",Archived,Archived
407,2005,11,,Iraq,,,,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,1,1,0,Kidnapping,Unknown,Unknown,33.0955793,44.1749775,Unknown,Unknown,"1 INGO international (German) staff and 1 national staff kidnapped",Archived,Archived
405,2005,11,16,Somalia,Togdheer,Burco,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Landmine ",Ambush,Road,9.52749,45.537472,Unknown,Unknown,"1 UN national staff killed when vehicle hit landmine southwest of Burao, Nov 16.",Archived,Archived
409,2005,12,,"DR Congo",,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,-2.9814344,23.8222636,Unknown,Unknown,"One UN national staff held hostage in protest of demobilized soldiers not being paid.",Archived,Archived
410,2005,12,,Madagascar,Anamalanga,"1er Arrondissement",Antananarivo,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault",Unknown,Unknown,-18.9100122,47.5255809,Unknown,Unknown,"1 UN national staff killed by stab wounds in Antananarivo.",Archived,Archived
413,2005,12,,"DR Congo",,,,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,"Bodily assault",Ambush,Road,-2.9814344,23.8222636,"Police or paramilitary","Congolese National Police","2 ICRC national staff beat up when vehicle ambushed by military police who also stole vehicle.",Archived,Archived
415,2005,12,,Colombia,,,,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,Kidnapping,Unknown,Unknown,2.8930783,-73.7845072,"Non-state armed group: National","Revolutionary Armed Forces of Colombia","2 INGO national staff detained and held by FARC overnight.",Archived,Archived
408,2005,12,1,Kenya,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,"Bodily assault",Unknown,Unknown,1.4419683,38.4313975,Unknown,Unknown,"1 UN international staff (Somali) killed from head injuries (unspecified malicious act) in Kenya, Dec 1.",Yes,"Official Report"
414,2005,12,5,Iraq,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,33.0955793,44.1749775,Unknown,Unknown,"1 INGO international (French) staff kidnapped, Dec 5; later released.",Archived,Archived
411,2005,12,11,Sudan,"Central Darfur","Gharb Jabal Marra","Between Solong and Golo",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,11.329444,25.08565623,Unknown,Unknown,"1 UN nationals staff struck by a bullet and later died when five UN trucks attacked between Solong and Golo in South Darfur after having already delivered food, Dec 11.",Archived,Archived
